"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","gene_biotype","hgnc_symbol","lesional_CPM_support","normal_CPM_support"
"115","ENSG00000139629",1549.64609457319,2.10419715459916,0.068368743358529,30.7771804955467,5.2944648530043e-208,8.41865950452492e-206,"ENSG00000139629","protein_coding","GALNT6",95,83
"116","ENSG00000275371",178.578670474637,2.40807909671797,0.0782841096044818,30.7607649736889,8.77830239385316e-208,1.38379342736206e-205,"ENSG00000275371","lncRNA","",94,72
"117","ENSG00000092295",10530.3911541116,2.94740723610893,0.0965499714920549,30.5272719459215,1.13282073193077e-204,1.77049229949453e-202,"ENSG00000092295","protein_coding","TGM1",95,83
"118","ENSG00000213606",64.5213606723563,6.03618580886398,0.197946150073722,30.4940803678975,3.12206229827454e-204,4.83813823612273e-202,"ENSG00000213606","processed_pseudogene","AKR1B10P1",78,0
"119","ENSG00000271856",51.0066294928715,3.25383360906032,0.106792502772319,30.4687456946063,6.76363041214352e-204,1.03932559425594e-201,"ENSG00000271856","lncRNA","LINC01215",85,0
"120","ENSG00000115415",8358.48817230239,2.06528999356345,0.0678360673602569,30.4453084315062,1.38205555222442e-203,2.10602231899798e-201,"ENSG00000115415","protein_coding","STAT1",95,83
"121","ENSG00000143320",13914.5424396598,2.24661830352944,0.0738735876421238,30.4116582832426,3.85202274512601e-203,5.82132957994829e-201,"ENSG00000143320","protein_coding","CRABP2",95,83
"122","ENSG00000157551",523.417115860861,2.45139952928617,0.0807074701057225,30.3738864082217,1.21560928398209e-202,1.82201896449971e-200,"ENSG00000157551","protein_coding","KCNJ15",95,83
"123","ENSG00000172215",114.316919583019,2.77012863419874,0.0914300675679967,30.29778614282,1.22596549150708e-201,1.82260203070719e-199,"ENSG00000172215","protein_coding","CXCR6",94,18
"124","ENSG00000198805",2179.19397154997,2.1253665421986,0.0702300637937277,30.2629162980828,3.52806267886156e-201,5.20275436658569e-199,"ENSG00000198805","protein_coding","PNP",95,83
"125","ENSG00000139547",254.906811768348,2.38440667577884,0.0788754643233818,30.230017613627,9.55345814514751e-201,1.39755628513734e-198,"ENSG00000139547","protein_coding","RDH16",95,82
"126","ENSG00000117525",959.650531141847,-2.22313398367044,0.0735455871721908,-30.2279724610188,1.01634059217107e-200,1.47498444987621e-198,"ENSG00000117525","protein_coding","F3",95,83
"127","ENSG00000151014",296.064690042176,1.79598862170095,0.0594491888136378,30.2104815480501,1.72520853165117e-200,2.48402859919474e-198,"ENSG00000151014","protein_coding","NOCT",95,83
"128","ENSG00000157368",1021.74038487309,-2.54332647428737,0.0842572601618906,-30.1852501422508,3.69919878675136e-200,5.28465226676058e-198,"ENSG00000157368","protein_coding","IL34",95,83
"129","ENSG00000007171",515.276287376176,5.59522742698945,0.185369915927803,30.1841180592035,3.82793404788859e-200,5.42617069765044e-198,"ENSG00000007171","protein_coding","NOS2",87,9
"130","ENSG00000235663",87.7319612043622,-2.9631084573583,0.0982023547559367,-30.173497007506,5.2762049949935e-200,7.4215911183424e-198,"ENSG00000235663","lncRNA","SAPCD1-AS1",8,83
"131","ENSG00000163739",297.73030166456,6.40135173095507,0.2122243547217,30.1631343836548,7.21507609558583e-200,1.00713649987696e-197,"ENSG00000163739","protein_coding","CXCL1",90,1
"132","ENSG00000186832",165524.6319908,3.57176290647604,0.118614487268037,30.1123664464763,3.33775994537762e-199,4.62380896675569e-197,"ENSG00000186832","protein_coding","KRT16",95,83
"133","ENSG00000144802",3390.89376241015,2.08546592566108,0.0693212437239303,30.0840812084444,7.82695099101941e-199,1.07611748738181e-196,"ENSG00000144802","protein_coding","NFKBIZ",95,83
"134","ENSG00000134028",288.239777277275,4.3309697626388,0.144113741439642,30.0524413520463,2.02869628378278e-198,2.7684134511382e-196,"ENSG00000134028","protein_coding","ADAMDEC1",93,17
"135","ENSG00000077684",1119.11232935671,-1.1753464590072,0.0391187916861566,-30.0455716637876,2.49440140291828e-198,3.37871289287139e-196,"ENSG00000077684","protein_coding","JADE1",95,83
"136","ENSG00000174136",1508.15876420595,-1.20918711729761,0.0403512589639444,-29.9665276460908,2.68019850344509e-197,3.60368454661742e-195,"ENSG00000174136","protein_coding","RGMB",95,83
"137","ENSG00000077238",3002.02839378619,1.67559411209338,0.0559727969519376,29.935865337088,6.72132410617327e-197,8.97125055514484e-195,"ENSG00000077238","protein_coding","IL4R",95,83
"138","ENSG00000178919",284.414402413529,3.08504691168163,0.103095914842116,29.9240461312766,9.57760442073293e-197,1.2691019886777e-194,"ENSG00000178919","protein_coding","FOXE1",95,63
"139","ENSG00000148798",207.693167976475,3.01917629761667,0.101051795522196,29.8775126361166,3.85658849024719e-196,5.07349475774534e-194,"ENSG00000148798","protein_coding","INA",94,43
"140","ENSG00000070778",1843.08229479274,-1.28027155797682,0.0429041860561373,-29.8402481357336,1.17482521720113e-195,1.53448956583856e-193,"ENSG00000070778","protein_coding","PTPN21",95,83
"141","ENSG00000204613",74.3640778817359,3.9356723278236,0.132144535770339,29.7830879262659,6.46933720083883e-195,8.38995035847793e-193,"ENSG00000204613","protein_coding","TRIM10",92,0
"142","ENSG00000168671",176.378798219494,-4.72143578619554,0.158565622443631,-29.77591052483,8.01290654290495e-195,1.03185921861662e-192,"ENSG00000168671","protein_coding","UGT3A2",6,83
"143","ENSG00000148346",4437.88283661757,4.55635342381121,0.153202956248258,29.740636443254,2.29182151960608e-194,2.93064673479138e-192,"ENSG00000148346","protein_coding","LCN2",95,82
"144","ENSG00000137936",457.075652131144,-1.80948745547024,0.0609383892576302,-29.6937197965676,9.25489395670036e-194,1.1752429923071e-191,"ENSG00000137936","protein_coding","BCAR3",95,83
"145","ENSG00000166535",13489.2340314572,2.4985972480038,0.0842678113747322,29.6506721515851,3.32454575660636e-193,4.19259611760717e-191,"ENSG00000166535","protein_coding","A2ML1",95,83
"146","ENSG00000111206",793.489948819394,1.65150797630171,0.0558059413046047,29.5937661419831,1.79741037677228e-192,2.25119494175739e-190,"ENSG00000111206","protein_coding","FOXM1",95,83
"147","ENSG00000182585",244.192309354719,5.15275927601494,0.174472734618789,29.5333209929526,1.07548807936753e-191,1.33784864076971e-189,"ENSG00000182585","protein_coding","EPGN",92,1
"148","ENSG00000138496",2472.87918369138,2.06165277999105,0.0699413694604622,29.4768717841092,5.69861273870849e-191,7.04086706351509e-189,"ENSG00000138496","protein_coding","PARP9",95,83
"149","ENSG00000154845",4103.08392629941,1.18520064308844,0.0402240136373836,29.465002020259,8.08845443965421e-191,9.92654213983335e-189,"ENSG00000154845","protein_coding","PPP4R1",95,83
"150","ENSG00000121152",252.763703781967,1.76837005041398,0.0600736325375766,29.4367091803187,1.86276025346408e-190,2.27082893298961e-188,"ENSG00000121152","protein_coding","NCAPH",95,83
"151","ENSG00000197948",4018.75667717523,2.45485644602242,0.0834657731137768,29.4115342665798,3.91049022610265e-190,4.73557776652405e-188,"ENSG00000197948","protein_coding","FCHSD1",95,83
"152","ENSG00000128965",620.192802382733,4.89369648193557,0.166400158701274,29.4092056169301,4.18802049665908e-190,5.03829886854657e-188,"ENSG00000128965","protein_coding","CHAC1",95,25
"153","ENSG00000059728",1934.6658813945,1.82827149971053,0.062204144272149,29.3914741711047,7.05784975058772e-190,8.43528369537562e-188,"ENSG00000059728","protein_coding","MXD1",95,83
"154","ENSG00000143546",122094.859639889,6.86495743043935,0.233989044019248,29.3387985715888,3.32068532754705e-189,3.94299038308606e-187,"ENSG00000143546","protein_coding","S100A8",95,83
"155","ENSG00000103534",676.454206976588,2.93433858692541,0.100029685694082,29.3346776665819,3.7479358226287e-189,4.42159706145731e-187,"ENSG00000103534","protein_coding","TMC5",95,83
"156","ENSG00000164611",557.009094013069,1.73119283231031,0.0590214486355722,29.3315883010523,4.10387269499698e-189,4.81047539107146e-187,"ENSG00000164611","protein_coding","PTTG1",95,83
"157","ENSG00000279232",1039.20851710322,-1.2373508010198,0.0422145908329179,-29.3109746323762,7.51613219991043e-189,8.75413970748803e-187,"ENSG00000279232","lncRNA","",95,83
"158","ENSG00000142945",380.939118159274,1.77679980593148,0.06066366281142,29.289359125163,1.41699802056019e-188,1.63995100025087e-186,"ENSG00000142945","protein_coding","KIF2C",95,83
